Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
15.02.2002; ; ; ;4.862,6;0
14.02.2002; ; ; ;4.973,77;0
13.02.2002; ; ; ;4.935,35;0
12.02.2002; ; ; ;4.884,78;0
11.02.2002; ; ; ;4.940;0
08.02.2002; ; ; ;4.835,95;0
07.02.2002; ; ; ;4.862,62;0
06.02.2002; ; ; ;4.804,41;0
05.02.2002; ; ; ;4.936,75;0
04.02.2002; ; ; ;4.984,48;0
01.02.2002; ; ; ;5.097,06;0
31.01.2002; ; ; ;5.107,61;0
30.01.2002; ; ; ;5.052,2;0
29.01.2002; ; ; ;5.084,52;0
28.01.2002; ; ; ;5.159,02;0
25.01.2002; ; ; ;5.156,63;0
24.01.2002; ; ; ;5.170,44;0
23.01.2002; ; ; ;5.163,03;0
22.01.2002; ; ; ;5.045,72;0
21.01.2002; ; ; ;5.069,74;0
18.01.2002; ; ; ;5.122,23;0
17.01.2002; ; ; ;5.133,4;0
16.01.2002; ; ; ;4.984,2;0
15.01.2002; ; ; ;5.062,04;0
14.01.2002; ; ; ;5.065,84;0
11.01.2002; ; ; ;5.209,97;0
10.01.2002; ; ; ;5.228,11;0
09.01.2002; ; ; ;5.288,21;0
08.01.2002; ; ; ;5.236,37;0
07.01.2002; ; ; ;5.232,22;0
04.01.2002; ; ; ;5.318,73;0
03.01.2002; ; ; ;5.270,29;0
02.01.2002; ; ; ;5.167,88;0
01.01.2002; ; ; ;5.160,1;0
31.12.2001; ; ; ;5.160,1;0
28.12.2001; ; ; ;5.160,1;0
27.12.2001; ; ; ;5.117,13;0
26.12.2001; ; ; ;5.019,01;0
25.12.2001; ; ; ;5.019,01;0
24.12.2001; ; ; ;5.019,01;0
21.12.2001; ; ; ;5.019,01;0
20.12.2001; ; ; ;4.934,14;0
19.12.2001; ; ; ;4.984,69;0
18.12.2001; ; ; ;5.039,64;0
17.12.2001; ; ; ;5.067,99;0
14.12.2001; ; ; ;4.909,42;0
13.12.2001; ; ; ;4.966,05;0
12.12.2001; ; ; ;5.062,56;0
11.12.2001; ; ; ;5.146,45;0
10.12.2001; ; ; ;5.124,68;0
07.12.2001; ; ; ;5.199,03;0
06.12.2001; ; ; ;5.271,29;0
05.12.2001; ; ; ;5.262,75;0
04.12.2001; ; ; ;5.013,99;0
03.12.2001; ; ; ;4.988,44;0
30.11.2001; ; ; ;4.989,91;0
29.11.2001; ; ; ;4.936,08;0
28.11.2001; ; ; ;4.915,95;0
27.11.2001; ; ; ;5.059,57;0
26.11.2001; ; ; ;5.114,12;0
23.11.2001; ; ; ;5.150,97;0
22.11.2001; ; ; ;5.124,54;0
21.11.2001; ; ; ;5.087,03;0
20.11.2001; ; ; ;5.096,18;0
19.11.2001; ; ; ;5.185,1;0
16.11.2001; ; ; ;5.062,64;0
15.11.2001; ; ; ;5.006,33;0
14.11.2001; ; ; ;4.953,53;0
13.11.2001; ; ; ;4.946,97;0
12.11.2001; ; ; ;4.820,37;0
09.11.2001; ; ; ;4.910,07;0
08.11.2001; ; ; ;4.993,57;0
07.11.2001; ; ; ;4.860,66;0
06.11.2001; ; ; ;4.707,65;0
05.11.2001; ; ; ;4.755,11;0
02.11.2001; ; ; ;4.583,31;0
01.11.2001; ; ; ;4.636,13;0
31.10.2001; ; ; ;4.559,13;0
30.10.2001; ; ; ;4.543,98;0
29.10.2001; ; ; ;4.660,35;0
26.10.2001; ; ; ;4.820,26;0
25.10.2001; ; ; ;4.715,6;0
24.10.2001; ; ; ;4.811,82;0
23.10.2001; ; ; ;4.704,22;0
22.10.2001; ; ; ;4.619,32;0
19.10.2001; ; ; ;4.513,53;0
18.10.2001; ; ; ;4.574,37;0
17.10.2001; ; ; ;4.644,82;0
16.10.2001; ; ; ;4.626,48;0
15.10.2001; ; ; ;4.548,48;0
12.10.2001; ; ; ;4.625,13;0
11.10.2001; ; ; ;4.718,46;0
10.10.2001; ; ; ;4.613,19;0
09.10.2001; ; ; ;4.472,42;0
08.10.2001; ; ; ;4.495,15;0
05.10.2001; ; ; ;4.487,69;0
04.10.2001; ; ; ;4.548,13;0
03.10.2001; ; ; ;4.436,66;0
02.10.2001; ; ; ;4.304,2;0
01.10.2001; ; ; ;4.239,97;0
28.09.2001; ; ; ;4.308,15;0
27.09.2001; ; ; ;4.009,12;0
26.09.2001; ; ; ;4.009,12;0
25.09.2001; ; ; ;4.009,12;0
24.09.2001; ; ; ;4.038,69;0
21.09.2001; ; ; ;3.787,23;0
20.09.2001; ; ; ;3.809,67;0
19.09.2001; ; ; ;4.041,8;0
18.09.2001; ; ; ;4.194,85;0
17.09.2001; ; ; ;4.234,55;0
14.09.2001; ; ; ;4.115,98;0
13.09.2001; ; ; ;4.392,4;0
12.09.2001; ; ; ;4.335,2;0
11.09.2001; ; ; ;4.273,53;0
10.09.2001; ; ; ;4.670,13;0
07.09.2001; ; ; ;4.730,67;0
06.09.2001; ; ; ;4.875,37;0
05.09.2001; ; ; ;5.048,08;0
04.09.2001; ; ; ;5.208,1;0
03.09.2001; ; ; ;5.094,1;0
31.08.2001; ; ; ;5.188,17;0
30.08.2001; ; ; ;5.162,4;0
29.08.2001; ; ; ;5.305;0
28.08.2001; ; ; ;5.308,78;0
27.08.2001; ; ; ;5.406,47;0
24.08.2001; ; ; ;5.387,5;0
23.08.2001; ; ; ;5.254,04;0
22.08.2001; ; ; ;5.220,21;0
21.08.2001; ; ; ;5.216,11;0
20.08.2001; ; ; ;5.207,83;0
17.08.2001; ; ; ;5.222,12;0
16.08.2001; ; ; ;5.361,92;0
15.08.2001; ; ; ;5.455,44;0
14.08.2001; ; ; ;5.520,71;0
13.08.2001; ; ; ;5.467,63;0
10.08.2001; ; ; ;5.433,49;0
09.08.2001; ; ; ;5.512,28;0
08.08.2001; ; ; ;5.614,51;0
07.08.2001; ; ; ;5.752,51;0
06.08.2001; ; ; ;5.746,04;0
03.08.2001; ; ; ;5.735,88;0
02.08.2001; ; ; ;5.777,28;0
01.08.2001; ; ; ;5.835,23;0
31.07.2001; ; ; ;5.861,19;0
30.07.2001; ; ; ;5.792,19;0
27.07.2001; ; ; ;5.754,86;0
26.07.2001; ; ; ;5.675,76;0
25.07.2001; ; ; ;5.582,76;0
24.07.2001; ; ; ;5.663,26;0
23.07.2001; ; ; ;5.791,73;0
20.07.2001; ; ; ;5.764,06;0
19.07.2001; ; ; ;5.829,69;0
18.07.2001; ; ; ;5.728,37;0
17.07.2001; ; ; ;5.846,66;0
16.07.2001; ; ; ;5.853,76;0
13.07.2001; ; ; ;5.939,85;0
12.07.2001; ; ; ;5.889,88;0
11.07.2001; ; ; ;5.801,8;0
10.07.2001; ; ; ;5.816,32;0
09.07.2001; ; ; ;5.869,86;0
06.07.2001; ; ; ;5.862,1;0
05.07.2001; ; ; ;5.999,19;0
04.07.2001; ; ; ;6.015,72;0
03.07.2001; ; ; ;6.056,84;0
02.07.2001; ; ; ;6.109,5;0
29.06.2001; ; ; ;6.058,38;0
28.06.2001; ; ; ;5.971,77;0
27.06.2001; ; ; ;5.833,1;0
26.06.2001; ; ; ;5.847,79;0
25.06.2001; ; ; ;5.902,32;0
22.06.2001; ; ; ;5.941,77;0
21.06.2001; ; ; ;5.926,38;0
20.06.2001; ; ; ;5.876,04;0
19.06.2001; ; ; ;5.922,53;0
18.06.2001; ; ; ;5.869,04;0
15.06.2001; ; ; ;5.915,18;0
14.06.2001; ; ; ;6.031,27;0
13.06.2001; ; ; ;6.111,94;0
12.06.2001; ; ; ;6.059,15;0
11.06.2001; ; ; ;6.162,74;0
08.06.2001; ; ; ;6.187,21;0
07.06.2001; ; ; ;6.184,25;0
06.06.2001; ; ; ;6.192,44;0
05.06.2001; ; ; ;6.242,13;0
04.06.2001; ; ; ;6.177,74;0
01.06.2001; ; ; ;6.125,17;0
31.05.2001; ; ; ;6.085,34;0
30.05.2001; ; ; ;6.041,22;0
29.05.2001; ; ; ;6.120,33;0
28.05.2001; ; ; ;6.216,83;0
25.05.2001; ; ; ;6.223,57;0
24.05.2001; ; ; ;6.278,9;0
23.05.2001; ; ; ;6.215,25;0
22.05.2001; ; ; ;6.270,59;0
21.05.2001; ; ; ;6.249,87;0
18.05.2001; ; ; ;6.186,87;0
17.05.2001; ; ; ;6.173,81;0
16.05.2001; ; ; ;6.148,44;0
15.05.2001; ; ; ;6.070,38;0
14.05.2001; ; ; ;6.064,68;0
11.05.2001; ; ; ;6.141,02;0
10.05.2001; ; ; ;6.165,18;0
09.05.2001; ; ; ;6.063,94;0
08.05.2001; ; ; ;6.108,72;0
07.05.2001; ; ; ;6.122,62;0
04.05.2001; ; ; ;6.138,28;0
03.05.2001; ; ; ;6.089,17;0
02.05.2001; ; ; ;6.213,84;0
01.05.2001; ; ; ;6.264,51;0
30.04.2001; ; ; ;6.264,51;0
27.04.2001; ; ; ;6.175,24;0
26.04.2001; ; ; ;6.123,66;0
25.04.2001; ; ; ;6.115,19;0
24.04.2001; ; ; ;6.124,57;0
23.04.2001; ; ; ;6.127,97;0
20.04.2001; ; ; ;6.127,97;0
19.04.2001; ; ; ;6.181,91;0
18.04.2001; ; ; ;6.164,88;0
17.04.2001; ; ; ;5.935,58;0
16.04.2001; ; ; ;6.002,3;0
13.04.2001; ; ; ;6.002,3;0
12.04.2001; ; ; ;6.002,3;0
11.04.2001; ; ; ;5.951,16;0
10.04.2001; ; ; ;5.913,84;0
09.04.2001; ; ; ;5.781,01;0
06.04.2001; ; ; ;5.698,88;0
05.04.2001; ; ; ;5.773,34;0
04.04.2001; ; ; ;5.597,66;0
03.04.2001; ; ; ;5.553,46;0
02.04.2001; ; ; ;5.760,76;0
30.03.2001; ; ; ;5.829,95;0
29.03.2001; ; ; ;5.879,3;0
28.03.2001; ; ; ;5.817,52;0
27.03.2001; ; ; ;5.938,21;0
26.03.2001; ; ; ;5.726,97;0
23.03.2001; ; ; ;5.544,67;0
22.03.2001; ; ; ;5.388,02;0
21.03.2001; ; ; ;5.622,09;0
20.03.2001; ; ; ;5.782,16;0
19.03.2001; ; ; ;5.657,29;0
16.03.2001; ; ; ;5.734,49;0
15.03.2001; ; ; ;5.889,95;0
14.03.2001; ; ; ;5.794,12;0
13.03.2001; ; ; ;5.962,93;0
12.03.2001; ; ; ;6.046,56;0
09.03.2001; ; ; ;6.204,42;0
08.03.2001; ; ; ;6.267,06;0
07.03.2001; ; ; ;6.305,64;0
06.03.2001; ; ; ;6.284,06;0
05.03.2001; ; ; ;6.216,38;0
02.03.2001; ; ; ;6.159,02;0
01.03.2001; ; ; ;6.123,38;0
28.02.2001; ; ; ;6.208,24;0
27.02.2001; ; ; ;6.220,48;0
26.02.2001; ; ; ;6.189,07;0
23.02.2001; ; ; ;6.075,34;0
22.02.2001; ; ; ;6.277,99;0
21.02.2001; ; ; ;6.347,99;0
20.02.2001; ; ; ;6.451,57;0
19.02.2001; ; ; ;6.472,21;0
16.02.2001; ; ; ;6.439,26;0
15.02.2001; ; ; ;6.591,67;0
14.02.2001; ; ; ;6.479,87;0
13.02.2001; ; ; ;6.557,93;0
12.02.2001; ; ; ;6.564,91;0
09.02.2001; ; ; ;6.497,07;0
08.02.2001; ; ; ;6.636,81;0
07.02.2001; ; ; ;6.578,96;0
06.02.2001; ; ; ;6.693,03;0
05.02.2001; ; ; ;6.621,96;0
02.02.2001; ; ; ;6.638,2;0
01.02.2001; ; ; ;6.704,68;0
31.01.2001; ; ; ;6.795,14;0
30.01.2001; ; ; ;6.739,3;0
29.01.2001; ; ; ;6.750,96;0
26.01.2001; ; ; ;6.695,2;0
25.01.2001; ; ; ;6.727,49;0
24.01.2001; ; ; ;6.706,67;0
23.01.2001; ; ; ;6.722,41;0
22.01.2001; ; ; ;6.675;0
19.01.2001; ; ; ;6.651,53;0
18.01.2001; ; ; ;6.635,76;0
17.01.2001; ; ; ;6.653,38;0
16.01.2001; ; ; ;6.502,89;0
15.01.2001; ; ; ;6.522,87;0
12.01.2001; ; ; ;6.490,03;0
11.01.2001; ; ; ;6.465,21;0
10.01.2001; ; ; ;6.320,07;0
09.01.2001; ; ; ;6.404,52;0
08.01.2001; ; ; ;6.392,17;0
05.01.2001; ; ; ;6.382,31;0
04.01.2001; ; ; ;6.376,54;0
03.01.2001; ; ; ;6.434,96;0
02.01.2001; ; ; ;6.289,82;0
01.01.2001; ; ; ;6.433,61;0
29.12.2000; ; ; ;6.433,61;0
28.12.2000; ; ; ;6.371,64;0
27.12.2000; ; ; ;6.328,16;0
26.12.2000; ; ; ;6.251,4;0
25.12.2000; ; ; ;6.251,4;0
22.12.2000; ; ; ;6.251,4;0
21.12.2000; ; ; ;6.200,71;0
20.12.2000; ; ; ;6.248,76;0
19.12.2000; ; ; ;6.479,28;0
18.12.2000; ; ; ;6.390,25;0
15.12.2000; ; ; ;6.331,3;0
14.12.2000; ; ; ;6.469,95;0
13.12.2000; ; ; ;6.620,21;0
12.12.2000; ; ; ;6.733,59;0
11.12.2000; ; ; ;6.782,52;0
08.12.2000; ; ; ;6.691,25;0
07.12.2000; ; ; ;6.566,08;0
06.12.2000; ; ; ;6.622,25;0
05.12.2000; ; ; ;6.637,09;0
04.12.2000; ; ; ;6.408,1;0
01.12.2000; ; ; ;6.512,91;0
30.11.2000; ; ; ;6.372,33;0
